Project Name,Project Type,Image Name,Image ID,Split,Upload Time,Image Width,Image Height,Model Name,Metadata,GT_Class,PRED_Class,Model_Correct,PRED_Confidence,Gt-PRED JSON
New project,classification,chane_ki_dal_0017.jpeg,13396670,train,Thu May 09 2024 05:14:34 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990761,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990761}"
New project,classification,chane_ki_dal_0016.jpeg,13396671,train,Thu May 09 2024 05:14:35 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991221,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991221}"
New project,classification,chane_ki_dal_0041.jpeg,13396673,train,Thu May 09 2024 05:14:35 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.999126,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.999126}"
New project,classification,chane_ki_dal_0000.jpeg,13396674,train,Thu May 09 2024 05:14:35 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9989737,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9989737}"
New project,classification,chane_ki_dal_0057.jpeg,13396676,train,Thu May 09 2024 05:14:35 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990982,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990982}"
New project,classification,chane_ki_dal_0094.jpeg,13396678,train,Thu May 09 2024 05:14:36 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99909544,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99909544}"
New project,classification,chane_ki_dal_0082.jpeg,13396680,train,Thu May 09 2024 05:14:36 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991185,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991185}"
New project,classification,chane_ki_dal_0077.jpeg,13396682,train,Thu May 09 2024 05:14:36 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99911433,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99911433}"
New project,classification,chane_ki_dal_0020.jpeg,13396683,train,Thu May 09 2024 05:14:36 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990865,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990865}"
New project,classification,chane_ki_dal_0098.jpeg,13396685,train,Thu May 09 2024 05:14:36 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.999054,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.999054}"
New project,classification,chane_ki_dal_0036.jpeg,13396687,train,Thu May 09 2024 05:14:37 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990957,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990957}"
New project,classification,chane_ki_dal_0061.jpeg,13396689,train,Thu May 09 2024 05:14:37 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990557,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990557}"
New project,classification,chane_ki_dal_0085.jpeg,13396691,train,Thu May 09 2024 05:14:37 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990984,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990984}"
New project,classification,chane_ki_dal_0007.jpeg,13396692,train,Thu May 09 2024 05:14:37 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99901927,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99901927}"
New project,classification,chane_ki_dal_0093.jpeg,13396694,train,Thu May 09 2024 05:14:38 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99908984,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99908984}"
New project,classification,chane_ki_dal_0050.jpeg,13396696,train,Thu May 09 2024 05:14:38 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.999092,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.999092}"
New project,classification,chane_ki_dal_0046.jpeg,13396698,train,Thu May 09 2024 05:14:38 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991153,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991153}"
New project,classification,chane_ki_dal_0011.jpeg,13396700,train,Thu May 09 2024 05:14:38 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9988286,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9988286}"
New project,classification,chane_ki_dal_0066.jpeg,13396701,train,Thu May 09 2024 05:14:39 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99907506,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99907506}"
New project,classification,chane_ki_dal_0089.jpeg,13396703,train,Thu May 09 2024 05:14:39 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991115,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991115}"
New project,classification,chane_ki_dal_0031.jpeg,13396704,train,Thu May 09 2024 05:14:39 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990638,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990638}"
New project,classification,chane_ki_dal_0027.jpeg,13396706,train,Thu May 09 2024 05:14:39 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990682,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990682}"
New project,classification,chane_ki_dal_0070.jpeg,13396708,dev,Thu May 09 2024 05:14:40 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99911195,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99911195}"
New project,classification,chane_ki_dal_0071.jpeg,13396710,train,Thu May 09 2024 05:14:40 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991123,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991123}"
New project,classification,chane_ki_dal_0030.jpeg,13396711,dev,Thu May 09 2024 05:14:40 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99906605,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99906605}"
New project,classification,chane_ki_dal_0026.jpeg,13396712,dev,Thu May 09 2024 05:14:40 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99902225,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99902225}"
New project,classification,chane_ki_dal_0067.jpeg,13396714,train,Thu May 09 2024 05:14:41 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99909115,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99909115}"
New project,classification,chane_ki_dal_0088.jpeg,13396717,train,Thu May 09 2024 05:14:41 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990877,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990877}"
New project,classification,chane_ki_dal_0010.jpeg,13396718,train,Thu May 09 2024 05:14:41 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99897265,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99897265}"
New project,classification,chane_ki_dal_0047.jpeg,13396720,train,Thu May 09 2024 05:14:42 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991208,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991208}"
New project,classification,chane_ki_dal_0051.jpeg,13396721,train,Thu May 09 2024 05:14:42 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99912065,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99912065}"
New project,classification,chane_ki_dal_0006.jpeg,13396722,train,Thu May 09 2024 05:14:42 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990133,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990133}"
New project,classification,chane_ki_dal_0092.jpeg,13396724,train,Thu May 09 2024 05:14:42 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99908733,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99908733}"
New project,classification,chane_ki_dal_0013.jpeg,13396727,train,Thu May 09 2024 05:14:43 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99908674,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99908674}"
New project,classification,chane_ki_dal_0084.jpeg,13396728,train,Thu May 09 2024 05:14:43 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99911433,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99911433}"
New project,classification,chane_ki_dal_0044.jpeg,13396729,train,Thu May 09 2024 05:14:43 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99908054,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99908054}"
New project,classification,chane_ki_dal_0052.jpeg,13396730,dev,Thu May 09 2024 05:14:43 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991221,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991221}"
New project,classification,chane_ki_dal_0005.jpeg,13396731,dev,Thu May 09 2024 05:14:43 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9989981,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9989981}"
New project,classification,chane_ki_dal_0029.jpeg,13396734,train,Thu May 09 2024 05:14:44 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990772,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990772}"
New project,classification,chane_ki_dal_0091.jpeg,13396736,train,Thu May 09 2024 05:14:44 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99907863,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99907863}"
New project,classification,chane_ki_dal_0087.jpeg,13396737,train,Thu May 09 2024 05:14:44 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990945,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990945}"
New project,classification,chane_ki_dal_0068.jpeg,13396738,train,Thu May 09 2024 05:14:44 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991259,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991259}"
New project,classification,chane_ki_dal_0048.jpeg,13396740,train,Thu May 09 2024 05:14:44 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991171,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991171}"
New project,classification,chane_ki_dal_0072.jpeg,13396742,train,Thu May 09 2024 05:14:45 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991002,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991002}"
New project,classification,chane_ki_dal_0009.jpeg,13396745,dev,Thu May 09 2024 05:14:45 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9989831,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9989831}"
New project,classification,chane_ki_dal_0025.jpeg,13396746,train,Thu May 09 2024 05:14:45 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99909353,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99909353}"
New project,classification,chane_ki_dal_0033.jpeg,13396747,dev,Thu May 09 2024 05:14:45 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99907136,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99907136}"
New project,classification,chane_ki_dal_0064.jpeg,13396749,train,Thu May 09 2024 05:14:46 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990646,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990646}"
New project,classification,chane_ki_dal_0032.jpeg,13396750,train,Thu May 09 2024 05:14:46 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99909246,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99909246}"
New project,classification,chane_ki_dal_0065.jpeg,13396751,train,Thu May 09 2024 05:14:46 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990866,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990866}"
New project,classification,chane_ki_dal_0024.jpeg,13396753,train,Thu May 09 2024 05:14:47 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990594,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990594}"
New project,classification,chane_ki_dal_0073.jpeg,13396755,train,Thu May 09 2024 05:14:47 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99910754,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99910754}"
New project,classification,chane_ki_dal_0008.jpeg,13396756,train,Thu May 09 2024 05:14:47 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990312,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990312}"
New project,classification,chane_ki_dal_0086.jpeg,13396758,train,Thu May 09 2024 05:14:47 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99907625,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99907625}"
New project,classification,chane_ki_dal_0049.jpeg,13396760,train,Thu May 09 2024 05:14:47 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991333,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991333}"
New project,classification,chane_ki_dal_0069.jpeg,13396762,train,Thu May 09 2024 05:14:48 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991173,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991173}"
New project,classification,chane_ki_dal_0028.jpeg,13396764,dev,Thu May 09 2024 05:14:48 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990219,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990219}"
New project,classification,chane_ki_dal_0053.jpeg,13396765,train,Thu May 09 2024 05:14:48 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99910223,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99910223}"
New project,classification,chane_ki_dal_0090.jpeg,13396766,train,Thu May 09 2024 05:14:48 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991007,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991007}"
New project,classification,chane_ki_dal_0004.jpeg,13396769,train,Thu May 09 2024 05:14:49 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9989849,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9989849}"
New project,classification,chane_ki_dal_0045.jpeg,13396771,train,Thu May 09 2024 05:14:49 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991167,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991167}"
New project,classification,chane_ki_dal_0100.jpeg,13396772,train,Thu May 09 2024 05:14:49 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990575,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990575}"
New project,classification,chane_ki_dal_0058.jpeg,13396774,train,Thu May 09 2024 05:14:49 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99910444,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99910444}"
New project,classification,chane_ki_dal_0012.jpeg,13396775,dev,Thu May 09 2024 05:14:49 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9988881,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9988881}"
New project,classification,chane_ki_dal_0019.jpeg,13396777,train,Thu May 09 2024 05:14:50 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99911374,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99911374}"
New project,classification,chane_ki_dal_0074.jpeg,13396779,train,Thu May 09 2024 05:14:50 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99911076,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99911076}"
New project,classification,chane_ki_dal_0023.jpeg,13396780,train,Thu May 09 2024 05:14:50 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.999052,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.999052}"
New project,classification,chane_ki_dal_0015.jpeg,13396782,dev,Thu May 09 2024 05:14:50 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99907255,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99907255}"
New project,classification,chane_ki_dal_0035.jpeg,13396784,train,Thu May 09 2024 05:14:51 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9991062,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9991062}"
New project,classification,chane_ki_dal_0062.jpeg,13396785,dev,Thu May 09 2024 05:14:51 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99905866,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99905866}"
New project,classification,chane_ki_dal_0042.jpeg,13396787,train,Thu May 09 2024 05:14:51 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99911946,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99911946}"
New project,classification,chane_ki_dal_0054.jpeg,13396788,train,Thu May 09 2024 05:14:51 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99908185,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99908185}"
New project,classification,chane_ki_dal_0078.jpeg,13396790,train,Thu May 09 2024 05:14:52 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.9990957,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.9990957}"
New project,classification,chane_ki_dal_0003.jpeg,13396791,dev,Thu May 09 2024 05:14:52 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99889815,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99889815}"
New project,classification,chane_ki_dal_0097.jpeg,13396794,train,Thu May 09 2024 05:14:52 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.999064,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.999064}"
New project,classification,chane_ki_dal_0039.jpeg,13396795,dev,Thu May 09 2024 05:14:52 GMT+0000 (Coordinated Universal Time),2160,3840,Model-05-09-2024_1,{},chane ki dal,chane ki dal,true,0.99906546,"{""gtDefectName"":""chane ki dal"",""predDefectName"":""chane ki dal"",""predConfidence"":0.99906546}"
